Date,Census,Tree_Number,Shelter_type,Builder_order,Ara,Hem,Lep,Col,Orth,Hym,Dip,Egg,Gall,Miscellaneous,Leaf Count,Reps,,,,,,,,,
6/27/24,2,T13-02,Fold,Lep,0,0,0,0,0,0,0,0,0,,1,3,,,,,,,,,
6/27/24,2,T13-04,Curl,Hem,1,0,0,0,0,0,0,0,0,,1,1,,,,,,,,,
6/27/24,2,T13-04,Curl,Hem,0,0,0,0,0,0,0,0,0,,1,54,,,,,,,,,
6/27/24,2,T13-04,Web,Lep,0,0,0,0,0,0,0,0,0,Plus stems,2,1,,,,,,,,,
6/27/24,2,T13-08,Tie,Lep,0,0,0,0,0,0,0,0,0,,2,1,,,,,,,,,
6/27/24,2,T13-08,Gall,,0,0,0,0,0,0,0,0,203,Orange,NA,NA,,,,,,,,,
6/26/24,2,T09-02,Fold,Lep,0,0,0,0,0,0,0,0,0,,1,60,,,,,,,,,
6/26/24,2,T09-02,Fold,Lep,0,0,1,0,0,0,0,0,0,,1,5,,,,,,,,,
6/26/24,2,T09-02,Web,Ara,1,0,0,0,0,0,0,0,0,Plus twig,3,1,,,,,,,,,
6/26/24,2,T09-02,Roll,Lep,0,0,0,0,0,0,0,0,0,,1,15,,,,,,,,,
6/26/24,2,T09-02,Web,Ara,1,2,0,0,0,0,0,0,0,"Plus twig, two aphids",2,1,,,,,,,,,
6/26/24,2,T09-02,Fold,Lep,1,1,0,0,0,0,0,0,0,,1,1,,,,,,,,,
6/26/24,2,T09-02,Fold,Lep,0,2,0,0,0,0,0,0,0,,1,1,,,,,,,,,
6/26/24,2,T09-02,Fold,Ara,0,0,0,0,0,0,0,1,0,,1,1,,,,,,,,,
6/26/24,2,T09-02,Web,Ara,1,0,0,0,0,0,0,0,0,In a leaf fold,1,1,,,,,,,,,
6/26/24,2,T09-02,Fold,Lep,0,0,0,0,0,0,0,1,0,,1,1,,,,,,,,,
6/26/24,2,T09-02,Fold,Lep,0,1,0,0,0,0,0,0,0,Aphid,1,6,,,,,,,,,
6/26/24,2,T09-02,Tie,Lep,0,0,0,0,0,0,0,0,0,,2,1,,,,,,,,,
6/26/24,2,T09-02,Fold,Lep,0,3,0,0,0,0,0,0,0,Non-aphids,1,1,,,,,,,,,
6/26/24,2,T09-02,Roll,Lep,0,2,0,0,0,0,0,0,0,,1,1,,,,,,,,,
6/26/24,2,T09-02,Roll,Lep,0,0,0,0,0,0,0,1,0,,1,1,,,,,,,,,
6/26/24,2,T09-02,Fold,Lep,0,1,0,0,0,0,0,0,0,Non-aphid,1,1,,,,,,,,,
6/26/24,2,T09-02,Web,Ara,1,0,0,0,0,0,0,0,0,Plus branch,2,2,,,,,,,,,
6/26/24,2,T09-02,Web,Ara,1,0,0,0,0,0,0,0,0,Plus branch,4,1,,,,,,,,,
6/26/24,2,T09-02,Web,Lep,0,0,0,0,0,0,0,0,0,,1,1,,,,,,,,,
6/26/24,2,T09-02,Web,Ara,1,0,0,0,0,0,0,0,0,Plus branches,3,1,,,,,,,,,
6/26/24,2,T09-02,Web,Ara,1,0,0,0,0,0,0,1,0,Made leaf tie,2,1,,,,,,,,,
6/26/24,2,T09-02,Web,Ara,1,0,0,0,0,0,0,1,0,,2,1,,,,,,,,,
6/26/24,2,T09-02,Gall,,0,0,0,0,0,0,0,0,32,Witch hats,NA,NA,,,,,,,,,
6/26/24,2,T09-06,Fold,Lep,0,0,0,0,0,0,0,0,0,,1,50,,,,,,,,,
6/26/24,2,T09-06,Roll,Lep,0,1,0,0,0,0,0,0,0,Unk hem,1,1,,,,,,,,,
6/26/24,2,T09-06,Roll,Lep,0,0,0,0,0,0,0,0,0,,1,10,,,,,,,,,
6/26/24,2,T09-06,Fold,Lep,0,1,0,0,0,0,0,0,0,Beetle,1,2,,,,,,,,,
6/26/24,2,T09-06,Fold,Lep,0,0,1,0,0,0,0,0,0,,1,10,,,,,,,,,
6/26/24,2,T09-06,Fold,Lep,0,2,0,0,0,0,0,0,0,Unk hems,1,1,,,,,,,,,
6/26/24,2,T09-06,Roll,Lep,1,0,0,0,0,0,0,0,0,,1,1,,,,,,,,,
6/26/24,2,T09-06,Web,Ara,1,0,0,0,0,0,0,0,0,,3,1,,,,,,,,,
6/26/24,2,T09-06,Fold,Lep,0,2,0,0,0,0,0,0,0,Aphids,1,1,,,,,,,,,
6/26/24,2,T09-06,Web,Ara,1,0,0,0,0,0,0,0,0,On twigs,0,1,,,,,,,,,
6/26/24,2,T09-06,Fold,Lep,0,1,0,0,0,0,0,0,0,Aphid,1,4,,,,,,,,,
6/26/24,2,T09-06,Roll,Lep,1,2,0,0,0,0,0,0,0,"Two aphids, spider",1,1,,,,,,,,,
6/26/24,2,T09-06,Web,Ara,1,0,0,0,0,0,0,0,0,Plus twig,3,1,,,,,,,,,
6/26/24,2,T09-06,Roll,Lep,0,1,0,0,0,0,0,0,0,Aphid,1,2,,,,,,,,,
6/26/24,2,T09-06,Gall,,0,0,0,0,0,0,0,0,4,Witch hats,NA,NA,,,,,,,,,
6/26/24,2,T10-03,Web,Ara,1,0,0,0,0,0,0,0,0,"Big branch. Web: 1 dead beetle, 1 dead caterpillar",0,1,,,,,,,,,
6/26/24,2,T10-03,Tie,Lep,0,0,0,0,0,0,0,0,0,,2,1,,,,,,,,,
6/26/24,2,T10-03,Fold,Lep,0,0,1,0,0,0,0,0,0,Little edge fold,1,2,,,,,,,,,
6/26/24,2,T10-03,Fold,Lep,0,0,0,0,0,0,0,0,0,Little edge fold,1,8,,,,,,,,,
6/26/24,2,T10-03,Web,Ara,1,0,0,0,0,0,0,0,0,Plus twig,4,1,,,,,,,,,
6/26/24,2,T10-03,Tie,Lep,0,0,0,0,0,0,0,0,0,,1,1,,,,,,,,,
6/26/24,2,T10-03,Roll,Lep,0,0,0,0,0,0,0,0,0,,1,1,,,,,,,,,
6/26/24,2,T10-03,Gall,Mites,0,0,0,0,0,0,0,0,40,,NA,NA,,,,,,,,,
6/26/24,2,T10-09,Web,Lep,0,0,0,0,0,0,0,0,0,,1,1,,,,,,,,,
6/26/24,2,T10-08,Fold,Lep,0,0,1,0,0,0,0,0,0,Little edge fold,1,1,,,,,,,,,
6/26/24,2,T10-08,Roll,Lep,0,0,0,0,0,0,0,0,0,,1,1,,,,,,,,,
6/26/24,2,T10-08,Gall,Mites,0,0,0,0,0,0,0,0,2,Witch hats,NA,NA,,,,,,,,,
6/26/24,2,T12-03,Tie,Lep,0,0,1,1,0,0,0,0,0,,2,1,,,,,,,,,
6/26/24,2,T12-03,Fold,Lep,0,0,0,0,0,0,0,0,0,Little edge fold,1,30,,,,,,,,,
6/26/24,2,T12-03,Tie,Lep,0,0,0,0,0,0,0,0,0,,2,3,,,,,,,,,
6/26/24,2,T12-03,Roll,Lep,0,0,0,1,0,0,0,0,0,,1,1,,,,,,,,,
6/26/24,2,T12-03,Web,Ara,0,0,0,0,0,0,0,0,0,Plus twigs,5,1,,,,,,,,,
6/26/24,2,T12-03,Web,Ara,0,0,0,0,0,0,0,0,0,Plus twigs,3,1,,,,,,,,,
6/26/24,2,T12-03,Web,Ara,0,0,0,0,0,0,0,0,0,Plus twigs,1,1,,,,,,,,,
6/26/24,2,T12-03,Web,Ara,0,0,0,0,0,0,0,0,0,,1,1,,,,,,,,,
6/26/24,2,T12-03,Web,Ara,1,0,0,0,0,0,0,0,0,,2,1,,,,,,,,,
6/26/24,2,T12-03,Fold,Lep,0,0,1,0,0,0,0,0,0,,1,2,,,,,,,,,
6/26/24,2,T12-03,Web,Ara,0,0,0,0,0,0,0,0,0,,2,1,,,,,,,,,
6/26/24,2,T12-03,Web,Ara,1,0,0,0,0,0,0,0,0,Plus dead fly,3,1,,,,,,,,,
6/26/24,2,T12-03,Roll,Lep,0,0,0,0,0,0,0,0,0,,1,1,,,,,,,,,
6/26/24,2,T12-03,Web,Ara,0,0,0,0,0,0,0,0,0,Plus twigs,1,1,,,,,,,,,
6/26/24,2,T12-03,Gall,Mites,0,0,0,0,0,0,0,0,37,Witch hats,NA,NA,,,,,,,,,
6/26/24,2,T12-06,Fold,Lep,0,0,0,0,0,0,0,0,0,,1,1,,,,,,,,,
6/26/24,2,T12-06,Web,Ara,1,0,0,0,0,0,0,0,0,Plus twigs,3,1,,,,,,,,,
6/26/24,2,T12-06,Web,Lep,0,0,0,0,0,0,0,0,0,,1,1,,,,,,,,,
6/26/24,2,T12-06,Web,Ara,0,0,0,0,0,0,0,0,0,Plus twigs,3,1,,,,,,,,,
6/26/24,2,T12-06,Web,Ara,1,0,0,0,0,0,0,0,0,,1,1,,,,,,,,,
6/26/24,2,T12-06,Web,Ara,1,1,0,0,0,0,0,0,0,Aphid,1,1,,,,,,,,,
6/26/24,2,T12-06,Web,Ara,0,0,0,0,0,0,0,0,0,Between branches,0,1,,,,,,,,,
6/26/24,2,T12-06,Gall,,0,0,0,0,0,0,0,0,67,Orange,NA,NA,,,,,,,,,
6/26/24,2,T09-01,Roll,Lep,0,0,1,0,0,0,0,0,0,,1,2,,,,,,,,,
6/26/24,2,T09-01,Roll,Lep,0,0,0,0,0,0,0,0,0,,1,8,,,,,,,,,
6/26/24,2,T09-01,Fold,Lep,0,0,0,0,0,0,0,0,0,Little edge fold,1,32,,,,,,,,,
6/26/24,2,T09-01,Web,Ara,1,0,0,0,0,0,0,0,0,Plus 2 dead flies,4,1,,,,,,,,,
6/26/24,2,T09-01,Web,Ara,0,0,0,0,0,0,0,0,0,Plus twig,2,2,,,,,,,,,
6/26/24,2,T09-01,Roll,Lep,1,0,0,0,0,0,0,0,0,Web inside,1,1,,,,,,,,,
6/26/24,2,T09-01,Web,Ara,1,0,0,0,0,0,0,0,0,Near a roll,1,1,,,,,,,,,
6/26/24,2,T09-01,Fold,Lep,0,0,1,0,0,0,0,0,0,Little edge fold,1,2,,,,,,,,,
6/26/24,2,T09-01,Web,Ara,0,0,0,0,0,0,0,0,0,Plus twig,3,2,,,,,,,,,
6/26/24,2,T09-01,Web,Ara,1,0,0,0,0,0,0,0,0,Plus twig,1,1,,,,,,,,,
6/26/24,2,T09-01,Web,Ara,0,0,0,0,0,0,0,0,0,Plus twig,2,2,,,,,,,,,
6/26/24,2,T09-01,Roll,Lep,1,0,0,0,0,0,0,0,0,,1,1,,,,,,,,,
6/26/24,2,T09-01,Web,Ara,1,0,0,0,0,0,0,0,0,Plus twig,3,1,,,,,,,,,
6/26/24,2,T09-01,Web,Ara,0,0,0,0,0,0,0,0,0,,3,1,,,,,,,,,
6/26/24,2,T09-01,Web,Ara,0,0,0,0,0,0,0,0,0,,2,1,,,,,,,,,
6/26/24,2,T09-01,Web,Ara,0,0,0,0,0,0,0,1,0,Spider egg sac,2,1,,,,,,,,,
6/26/24,2,T09-01,Gall,Mites,0,0,0,0,0,0,0,0,19,WItch hats,NA,NA,,,,,,,,,
6/26/24,2,T09-04,Fold,Lep,0,0,0,0,0,0,0,0,0,Little edge fold,1,43,,,,,,,,,
6/26/24,2,T09-04,Web,Ara,1,0,0,0,0,0,0,0,0,,2,1,,,,,,,,,
6/26/24,2,T09-04,Roll,Lep,0,0,0,0,0,0,0,0,0,,1,8,,,,,,,,,
6/26/24,2,T09-04,Fold,Lep,0,1,0,0,0,0,0,0,0,Probably lep,1,1,,,,,,,,,
6/26/24,2,T09-04,Web,Ara,0,0,0,0,0,0,0,0,0,Plus twig,2,2,,,,,,,,,
6/26/24,2,T09-04,Tie,Lep,0,0,0,0,0,0,1,0,0,,2,1,,,,,,,,,
6/26/24,2,T09-04,Web,Ara,1,0,0,0,0,0,0,0,0,Plus twig,4,1,,,,,,,,,
6/26/24,2,T09-04,Gall,Mites,0,0,0,0,0,0,0,0,32,WItch hats,NA,NA,,,,,,,,,
6/26/24,2,T09-05,Fold,Lep,0,0,0,0,0,0,0,0,0,,1,1,,,,,,,,,
6/26/24,2,T09-05,Roll,Lep,1,0,0,2,0,0,0,0,0,"Click beetles, small spider",1,1,,,,,,,,,
6/26/24,2,T09-05,Roll,Lep,0,0,0,0,0,0,0,0,0,,1,9,,,,,,,,,
6/26/24,2,T09-05,Curl/Gall,,0,0,0,0,0,0,0,0,0,iNat,,8,,,,,,,,,
6/26/24,2,T09-05,Web,Ara,1,0,0,0,0,0,0,0,0,,1,1,,,,,,,,,
6/26/24,2,T09-05,Web,Ara,1,0,0,0,0,0,0,1,0,,1,1,,,,,,,,,
6/26/24,2,T10-02,Web,Ara,0,0,0,0,0,0,0,0,0,Plus stem,6,1,,,,,,,,,
6/26/24,2,T10-02,Fold,Unk,0,0,0,0,0,0,0,0,0,Inside web - using one of the leaves,1,1,,,,,,,,,
6/26/24,2,T10-02,Fold,Lep,1,0,1,0,0,0,0,0,0,Small spider just inside entrance,1,1,,,,,,,,,
6/26/24,2,T10-02,Web,Ara,0,0,0,0,0,0,0,0,0,,1,1,,,,,,,,,
6/26/24,2,T10-01,Gall,,0,0,0,0,0,0,0,0,143,Orange,NA,NA,,,,,,,,,
6/26/24,2,T10-04,Roll,Lep,0,0,0,0,0,0,0,0,0,,1,4,,,,,,,,,
6/26/24,2,T10-04,Web,Ara,0,0,0,0,0,0,0,0,0,,1,1,,,,,,,,,
6/26/24,2,T10-04,Fold,Lep,0,0,0,0,0,0,0,0,0,Little edge fold,1,30,,,,,,,,,
6/26/24,2,T10-04,Fold,Lep,0,0,1,0,0,0,0,0,0,Little edge fold,1,1,,,,,,,,,
6/26/24,2,T10-04,Web,Ara,0,0,0,0,0,0,0,1,0,Spider egg sac,1,1,,,,,,,,,
6/26/24,2,T10-04,Web,Ara,1,0,0,0,0,0,0,0,0,,1,1,,,,,,,,,
6/26/24,2,T10-04,Web,Lep,0,0,1,0,0,0,0,0,0,,1,1,,,,,,,,,
6/26/24,2,T10-04,Gall,Mites,0,0,0,0,0,0,0,0,32,Witch hats,NA,NA,,,,,,,,,
6/27/24,2,T14-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,
6/27/24,2,T14-24,Web,Ara,1,0,0,0,0,0,0,0,0,,2,1,,,,,,,,,
6/27/24,2,T14-24,Fold,Lep,0,0,0,0,0,0,0,0,0,,1,1,,,,,,,,,
6/27/24,2,T14-29,Web,Ara,0,0,0,0,0,0,0,0,0,Plus twigs,1,1,,,,,,,,,
6/27/24,2,T14-29,Curl,Hem,0,0,0,0,0,0,0,0,0,,1,20,,,,,,,,,
6/27/24,2,T14-29,Web,Ara,1,0,0,0,0,0,0,0,0,,2,2,,,,,,,,,
6/27/24,2,T14-29,Fold,Lep,1,0,0,0,0,0,0,0,0,,1,1,,,,,,,,,
6/27/24,2,T14-29,Web,Ara,0,0,0,0,0,0,0,0,0,Twig web,0,2,,,,,,,,,
6/27/24,2,T14-29,Fold,Lep,0,0,0,0,0,0,0,0,0,,1,2,,,,,,,,,
6/27/24,2,T14-29,Web,Ara,0,0,0,0,0,0,0,0,0,Plus twig,2,1,,,,,,,,,
6/27/24,2,T14-29,Web,Ara,1,0,0,0,0,0,0,0,0,Plus twig,3,2,,,,,,,,,
6/27/24,2,T14-29,Curl,Hem,0,1,0,0,0,0,0,0,0,Not an aphid,1,1,,,,,,,,,
6/27/24,2,T14-29,Curl,Hem,0,1,0,0,0,0,0,0,0,Heteroptera iNat,1,1,,,,,,,,,
6/27/24,2,T14-29,Fold,Ara,0,0,0,0,0,0,0,1,0,Spider egg sac,1,1,,,,,,,,,
6/27/24,2,T14-29,Gall,,0,0,0,0,0,0,0,0,39,Orange,NA,NA,,,,,,,,,
6/27/24,2,T14-29,Web,Ara,1,0,0,0,0,0,0,0,0,Plus twig,1,1,,,,,,,,,
6/27/24,2,T13-01,Web,Ara,1,0,0,0,0,0,0,0,0,,1,1,,,,,,,,,
6/27/24,2,T13-01,Web,Ara,0,0,0,0,0,0,0,0,0,,2,1,,,,,,,,,
6/27/24,2,T13-01,Gall,,0,0,0,0,0,0,0,0,4,Puffy vein gall,NA,NA,,,,,,,,,
6/27/24,2,T13-01,Fold,Lep,0,0,0,0,0,0,0,0,0,,1,2,,,,,,,,,
6/27/24,2,T13-01,Tie,Lep,0,0,1,0,0,0,0,0,0,,2,1,,,,,,,,,
6/27/24,2,T13-01,Gall,,0,0,0,0,0,0,0,0,2,Bump galls,NA,NA,,,,,,,,,
6/27/24,2,T13-01,Web,Ara,1,0,0,0,0,0,0,0,0,,2,1,,,,,,,,,
6/27/24,2,T13-01,Web,Ara,0,0,0,0,0,0,0,0,0,,1,1,,,,,,,,,
6/27/24,2,T13-01,Fold,Unk,0,0,0,0,0,0,0,0,0,,1,1,,,,,,,,,
6/27/24,2,T13-01,Gall,,0,0,0,0,0,0,0,0,204,Orange,NA,NA,,,,,,,,,
6/27/24,2,T13-05,Fold,Lep,0,0,0,0,0,0,0,0,0,,1,1,,,,,,,,,
6/27/24,2,T13-05,Web,Lep,0,0,0,0,0,0,0,0,0,,1,2,,,,,,,,,
6/27/24,2,T13-09,Fold,Lep,0,0,0,0,0,0,0,0,0,,1,2,,,,,,,,,
6/27/24,2,T13-09,Web,Ara,1,0,0,0,0,0,0,0,0,,1,1,,,,,,,,,
6/27/24,2,T13-10,Web,Ara,0,0,0,0,0,0,0,0,0,Bunch of dead leaves,4,1,,,,,,,,,
6/27/24,2,T13-10,Web,Ara,0,0,0,0,0,0,0,0,0,Twigs and trunk,0,1,,,,,,,,,
6/27/24,2,T13-10,Web,Ara,0,0,0,0,0,0,0,0,0,Plus twigs,2,1,,,,,,,,,
6/27/24,2,T13-10,Gall,,0,0,0,0,0,0,0,0,4,Orange,NA,NA,,,,,,,,,
6/27/24,2,T13-08,Gall,,0,0,0,0,0,0,0,0,5,Bubble,NA,NA,,,,,,,,,
6/27/24,2,T13-08,Fold,Lep,0,0,0,0,0,0,0,0,0,,1,1,,,,,,,,,
6/27/24,2,T13-08,Web,Ara,0,0,0,0,0,0,0,1,0,Spider egg sac,1,1,,,,,,,,,
6/27/24,2,T13-08,Web,Ara,1,0,0,0,0,0,0,0,0,Plus twig. Leaf has a bubble gall,1,1,,,,,,,,,
6/27/24,2,T13-08,Gall,,0,0,0,0,0,0,0,0,193,Orange,NA,NA,,,,,,,,,
6/27/24,2,T11-02,Web,Ara,0,0,0,0,0,0,0,0,0,,1,1,,,,,,,,,
6/27/24,2,T11-02,Web,Ara,1,0,0,0,0,0,0,0,0,Plus branches. Dead harvestman trapped in web,2,1,,,,,,,,,
6/27/24,2,T11-02,Web,Ara,0,0,0,0,0,0,0,1,0,Spider egg sac,1,1,,,,,,,,,
6/27/24,2,T11-02,Gall,,0,0,0,0,0,0,0,0,5,Orange,NA,NA,,,,,,,,,
6/27/24,2,T11-04,Gall,,0,0,0,0,0,0,0,0,2,Green spiny iNat,NA,NA,,,,,,,,,
6/27/24,2,T11-04,Gall,,0,0,0,0,0,0,0,0,5,Puffy vein gall,NA,NA,,,,,,,,,
6/27/24,2,T11-04,Curl,Hem,1,0,0,0,0,0,0,0,0,In curl,1,1,,,,,,,,,
6/27/24,2,T11-04,Curl,Hem,0,0,0,0,0,0,0,0,0,,1,1,,,,,,,,,
6/27/24,2,T11-04,Fold,Lep,0,0,0,0,0,0,0,0,0,,1,1,,,,,,,,,
6/27/24,2,T11-04,Gall,,0,0,0,0,0,0,0,0,31,Orange ,NA,NA,,,,,,,,,
6/27/24,2,T11-11,Web,Ara,0,0,0,0,0,0,0,0,0,On twigs and branches,0,1,,,,,,,,,
6/27/24,2,T11-11,Fold,Lep,0,0,0,0,0,0,0,0,0,Eclosed parasitoid hym cocoon,1,1,,,,,,,,,
6/27/24,2,T11-11,Web,Unk,0,0,0,0,0,0,0,0,0,,2,1,,,,,,,,,
6/27/24,2,T11-11,Gall,,0,0,0,0,0,0,0,0,2,Puffy vein gall,NA,NA,,,,,,,,,
6/27/24,2,T11-11,Fold,Lep,0,0,0,0,0,0,0,0,0,,1,3,,,,,,,,,
6/27/24,2,T11-11,Gall,,0,0,0,0,0,0,0,0,169,Orange,NA,NA,,,,,,,,,
6/27/24,2,T11-14,Web,Ara,1,0,0,0,0,0,0,0,0,,1,1,,,,,,,,,
6/27/24,2,T11-14,Roll,Lep,1,0,0,0,0,0,0,0,0,Reinforced by spider,1,1,,,,,,,,,
6/27/24,2,T11-14,Curl,Hem,0,0,0,0,0,0,0,0,0,,1,5,,,,,,,,,
6/27/24,2,T11-14,Curl,Hem,0,1,0,0,0,0,0,0,0,Not an aphid,1,1,,,,,,,,,
6/27/24,2,T11-14,Web,Ara,1,0,0,0,0,0,0,0,0,Plus twigs,2,2,,,,,,,,,
6/27/24,2,T11-14,Web,Ara,0,0,0,0,0,0,0,0,0,,2,1,,,,,,,,,
6/27/24,2,T11-14,Web,Ara,1,0,0,0,0,0,0,0,0,,1,1,,,,,,,,,
6/27/24,2,T11-12,Web,Ara,1,0,0,0,0,0,0,0,0,"Plus branches. 1 dead hem, 1 hem caught live",4,1,,,,,,,,,
6/27/24,2,T14-32,Web,Ara,1,0,0,0,0,0,0,0,0,,1,1,,,,,,,,,
6/27/24,2,T14-32,Web,Ara,0,0,0,0,0,0,0,0,0,,1,1,,,,,,,,,
6/27/24,2,T14-32,Fold,Lep,0,0,0,0,0,0,0,0,0,,1,1,,,,,,,,,
6/27/24,2,T14-32,Web,Ara,1,0,0,0,0,0,0,0,0,,1,1,,,,,,,,,
6/27/24,2,T14-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,
6/27/24,2,T14-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,
6/27/24,2,T14-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,
6/27/24,2,T14-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,
6/27/24,2,T14-13,Web,Ara,0,0,0,0,0,0,0,0,0,,1,1,,,,,,,,,
6/27/24,2,T14-13,Web,Ara,1,0,0,0,0,0,0,0,0,Plus twig,1,2,,,,,,,,,
6/27/24,2,T14-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,
6/24/24,2,T05-11,Web,Ara,0,0,0,0,0,0,0,0,0,Probably ara. Web with an unk cocoon in it iNat,1,1,,,,,,,,,
6/24/24,2,T05-11,Gall,,0,0,0,0,0,0,0,0,17,Green fuzzy,NA,NA,,,,,,,,,
6/25/24,2,T05-12,Web,Ara,1,0,0,0,0,0,0,0,0,Dead leaves,3,1,,,,,,,,,
6/25/24,2,T05-12,Curl,Hem,0,0,0,0,0,0,0,0,0,,1,4,,,,,,,,,
6/25/24,2,T05-12,Gall,,0,0,0,0,0,0,0,0,3,Paw galls,NA,NA,,,,,,,,,
6/25/24,2,T05-14,Fold,Lep,0,1,0,0,0,0,0,0,0,Hopper nymph iNat,1,1,,,,,,,,,
6/25/24,2,T05-14,Curl,Hem,0,0,0,0,0,0,0,0,0,Probably hem,1,2,,,,,,,,,
6/25/24,2,T05-14,Fold,Lep,0,0,0,0,0,0,0,0,0,,1,1,,,,,,,,,
6/25/24,2,T05-16,Gall,,0,0,0,0,0,0,0,0,25,"2 Spiky iNat, 1 Pinch vein, 22 Orange",NA,NA,,,,,,,,,
6/25/24,2,T05-16,Web,Ara,0,0,0,0,0,0,0,0,0,,2,1,,,,,,,,,
6/25/24,2,T08-01,Fold,Lep,0,0,0,0,0,0,0,0,0,,1,1,,,,,,,,,
6/25/24,2,T08-01,Web,Ara,0,1,0,0,0,0,0,0,0,,1,3,,,,,,,,,
6/25/24,2,T08-01,Web,Ara,5,0,0,0,0,0,0,2,0,Spiderlings and spider egg sac,1,1,,,,,,,,,
6/25/24,2,T08-01,Web,Ara,1,0,0,0,0,0,0,0,0,,2,1,,,,,,,,,
6/25/24,2,T08-01,Curl,Hem,0,0,0,0,0,0,0,0,0,,1,10,,,,,,,,,
6/25/24,2,T08-01,Web,Lep,0,0,1,0,0,0,0,0,0,Pupa,1,1,,,,,,,,,
6/25/24,2,T08-01,Web,Ara,2,0,0,0,0,0,0,2,0,Spiderlings plus spider egg sacs. Was next to a curl,1,1,,,,,,,,,
6/25/24,2,T08-01,Web,Lep,0,0,0,0,0,0,0,0,0,,2,1,,,,,,,,,
6/25/24,2,T08-02,Web,Ara,1,0,0,0,0,0,0,0,0,,2,1,,,,,,,,,
6/25/24,2,T08-02,Gall,,0,0,0,0,0,0,0,0,2,"1 Bump up iNat, 1 Bump down iNat",NA,NA,,,,,,,,,
6/25/24,2,T08-04,Web,Ara,0,0,0,0,0,0,0,0,0,,1,1,,,,,,,,,
6/25/24,2,T08-04,Web,Lep,0,0,0,0,0,0,0,0,0,,1,1,,,,,,,,,
6/25/24,2,T08-04,Web,Ara,0,0,0,0,0,0,0,0,0,Plus twigs and branching,1,1,,,,,,,,,
6/25/24,2,T08-04,Web,Ara,0,0,0,0,0,0,0,0,0,,3,1,,,,,,,,,
6/25/24,2,T08-04,Fold,Lep,0,0,0,0,0,0,0,0,0,,1,1,,,,,,,,,
6/25/24,2,T08-06,Web,Ara,0,0,0,0,0,0,0,0,0,Plus twig,1,1,,,,,,,,,
6/25/24,2,T08-06,Web,Ara,0,0,0,0,0,0,0,0,0,,2,1,,,,,,,,,
6/25/24,2,T08-06,Web,Ara,0,0,0,0,0,0,0,0,0,Plus twigs,2,1,,,,,,,,,
6/25/24,2,T08-06,Curl,Hem,0,0,0,0,0,0,0,0,0,,1,10,,,,,,,,,
6/25/24,2,T08-08,Fold,Lep,0,0,0,0,0,0,0,0,0,Little edge fold,1,6,,,,,,,,,
6/25/24,2,T08-08,Web,Ara,1,0,0,0,0,0,0,0,0,,2,1,,,,,,,,,
6/25/24,2,T08-08,Web,Ara,0,0,0,0,0,0,0,0,0,,2,1,,,,,,,,,
6/25/24,2,T08-08,Fold,Lep,0,0,1,0,0,0,0,0,0,,1,1,,,,,,,,,
6/25/24,2,T08-08,Gall,Mites,0,0,0,0,0,0,0,0,2,Witch hats,NA,NA,,,,,,,,,
6/25/24,2,T08-07,Web,Ara,0,0,0,0,0,0,0,0,0,,1,1,,,,,,,,,
6/25/24,2,T08-07,Web,Unk,0,0,0,0,0,0,0,0,0,,1,1,,,,,,,,,
6/25/24,2,T08-09,Curl,Hem,0,0,0,0,0,0,0,0,0,,1,14,,,,,,,,,
6/25/24,2,T08-09,Web,Ara,1,0,0,0,0,0,0,0,0,,1,1,,,,,,,,,
6/25/24,2,T08-09,Curl,Hem,0,3,0,0,0,0,0,0,0,,1,1,,,,,,,,,
6/25/24,2,T08-09,Curl,Hem,0,2,0,0,0,0,0,0,0,,1,1,,,,,,,,,
6/25/24,2,T08-09,Web,Ara,1,0,0,0,0,0,0,0,0,Reinforced old lep fold?,1,1,,,,,,,,,
6/25/24,2,T08-09,Web,Ara,0,0,0,0,0,0,0,0,0,,2,1,,,,,,,,,
6/25/24,2,T08-09,Tie,Lep,0,0,1,0,0,0,0,0,0,Pupa,2,1,,,,,,,,,
6/25/24,2,T08-09,Fold,Lep,0,0,0,0,0,0,0,0,0,,1,1,,,,,,,,,
6/25/24,2,T08-09,Curl,Hem,0,0,0,0,0,0,0,0,0,,1,128,,,,,,,,,
6/25/24,2,T08-09,Curl,Hem,0,1,0,0,0,0,0,0,0,,1,4,,,,,,,,,
6/25/24,2,T08-09,Curl,Hem,0,4,0,0,0,0,0,0,0,,1,6,,,,,,,,,
6/25/24,2,T08-09,Web,Ara,1,0,0,0,0,0,0,0,0,,1,2,,,,,,,,,
6/25/24,2,T08-09,Curl,Hem,0,0,0,0,0,0,1,0,0,Syrphid larva,1,4,,,,,,,,,
6/25/24,2,T08-09,Web,Ara,0,0,0,0,0,0,0,0,0,,1,3,,,,,,,,,
